00501,NY8
00544,NY8
00601,PR1
00602,PR1
00603,PR1
00604,PR1
00605,PR1
00606,PR1
00611,PR1
00612,PR1
00613,PR1
00614,PR1
00616,PR1
00617,PR1
00622,PR1
00623,PR1
00627,PR1
00631,PR1
00637,PR1
00638,PR1
00641,PR1
00646,PR1
00650,PR1
00652,PR1
00656,PR1
00659,PR1
00660,PR1
00662,PR1
00664,PR1
00667,PR1
00669,PR1
00670,PR1
00676,PR1
00678,PR1
00687,PR1
00688,PR1
00690,PR1
00692,PR1
00693,PR1
00694,PR1
00698,PR1
00703,PR1
00704,PR1
00705,PR1
00707,PR1
00714,PR1
00715,PR1
00716,PR1
00717,PR1
00718,PR1
00719,PR1
00720,PR1
00723,PR1
00725,PR1
00726,PR1
00727,PR1
00728,PR1
00730,PR1
00731,PR1
00732,PR1
00733,PR1
00734,PR1
00735,PR1
00736,PR1
00737,PR1
00738,PR1
00739,PR1
00740,PR1
00741,PR1
00742,PR1
00744,PR1
00745,PR1
00751,PR1
00754,PR1
00757,PR1
00765,PR1
00766,PR1
00767,PR1
00769,PR1
00771,PR1
00773,PR1
00775,PR1
00777,PR1
00778,PR1
00780,PR1
00783,PR1
00784,PR1
00785,PR1
00786,PR1
00791,PR1
00792,PR1
00794,PR1
00901,PR1
00902,PR1
00906,PR1
00907,PR1
00908,PR1
00909,PR1
00910,PR1
00911,PR1
00912,PR1
00913,PR1
00914,PR1
00915,PR1
00916,PR1
00917,PR1
00918,PR1
00919,PR1
00920,PR1
00921,PR1
00922,PR1
00923,PR1
00924,PR1
00925,PR1
00926,PR1
00927,PR1
00928,PR1
00929,PR1
00930,PR1
00931,PR1
00933,PR1
00935,PR1
00936,PR1
00937,PR1
00939,PR1
00940,PR1
00949,PR1
00950,PR1
00951,PR1
00952,PR1
00953,PR1
00954,PR1
00955,PR1
00965,PR1
00966,PR1
00968,PR1
00969,PR1
00970,PR1
00971,PR1
00975,PR1
00976,PR1
00977,PR1
00978,PR1
00979,PR1
00981,PR1
00982,PR1
00983,PR1
00984,PR1
00985,PR1
00986,PR1
00987,PR1
00988,PR1
02801,RI1
02802,RI1
02804,RI1
02806,RI1
02807,RI1
02808,RI1
02809,RI1
02812,RI1
02813,RI1
02814,RI1
02815,RI1
02816,RI1
02817,RI1
02818,RI1
02822,RI1
02823,RI1
02824,RI1
02825,RI1
02826,RI1
02827,RI1
02828,RI1
02829,RI1
02830,RI1
02831,RI1
02832,RI1
02833,RI1
02835,RI1
02836,RI1
02837,RI1
02838,RI1
02839,RI1
02840,RI1
02841,RI1
02842,RI1
02852,RI1
02857,RI1
02858,RI1
02859,RI1
02860,RI1
02861,RI1
02862,RI1
02863,RI1
02864,RI1
02865,RI1
02871,RI1
02872,RI1
02873,RI1
02874,RI1
02875,RI1
02876,RI1
02877,RI1
02878,RI1
02879,RI1
02880,RI1
02881,RI1
02882,RI1
02883,RI1
02885,RI1
02886,RI1
02887,RI1
02888,RI1
02889,RI1
02891,RI1
02892,RI1
02893,RI1
02894,RI1
02895,RI1
02896,RI1
02898,RI1
02901,RI1
02902,RI1
02903,RI1
02904,RI1
02905,RI1
02906,RI1
02907,RI1
02908,RI1
02909,RI1
02910,RI1
02911,RI1
02912,RI1
02914,RI1
02915,RI1
02916,RI1
02917,RI1
02918,RI1
02919,RI1
02920,RI1
02921,RI1
02940,RI1
03031,NH1
03032,NH1
03033,NH1
03034,NH1
03036,NH1
03037,NH1
03038,NH1
03040,NH1
03041,NH1
03042,NH1
03043,NH1
03044,NH1
03045,NH1
03046,NH1
03047,NH1
03048,NH1
03049,NH1
03051,NH1
03052,NH1
03053,NH1
03054,NH1
03055,NH1
03057,NH1
03060,NH1
03061,NH1
03062,NH1
03063,NH1
03064,NH1
03070,NH1
03071,NH1
03073,NH1
03076,NH1
03077,NH1
03079,NH1
03082,NH1
03084,NH1
03086,NH1
